City,Longitude,latitude,Population,median_age,median_income,median_house_value,total_rooms,Bedrooms,Households,ocean_proximity,max_temp,Humidity,Cloudiness,wind_speed,Description
Santee,-116.96,32.87,2531,17,4.8286,158500,4713,740,723,<1H OCEAN,96.33,58,0,11.5,clear sky
Santee,-116.98,32.88,4048,12,4.3952,151700,7320,1279,1249,<1H OCEAN,96.33,58,0,11.5,clear sky
Santee,-116.98,32.86,1236,19,4.7717,153200,2121,341,353,<1H OCEAN,96.33,58,0,11.5,clear sky
Santee,-116.98,32.86,4383,16,4.0693,146400,7718,1423,1394,<1H OCEAN,96.33,58,0,11.5,clear sky
Santee,-117,32.87,6296,18,4.4904,150400,11544,1979,1923,<1H OCEAN,96.33,58,0,11.5,clear sky
Santee,-117.01,32.85,1401,23,5.4903,151400,2592,414,431,<1H OCEAN,96.33,58,0,11.5,clear sky
Santee,-117,32.85,950,24,5.282,140800,1888,319,319,<1H OCEAN,96.33,58,0,11.5,clear sky
Santee,-116.95,32.83,6389,14,3.3081,168700,12517,2506,2333,<1H OCEAN,96.33,58,0,11.5,clear sky
Lakeside,-116.93,32.85,1872,15,2.5388,119000,3273,895,842,<1H OCEAN,90.01,72,75,4.61,light rain
Lakeside,-116.93,32.85,2770,5,3.1142,150000,4116,990,905,<1H OCEAN,90.01,72,75,4.61,light rain
Lakeside,-116.94,32.85,599,31,4.7578,161000,1293,232,228,<1H OCEAN,90.01,72,75,4.61,light rain
Lakeside,-116.94,32.84,778,32,4.5278,166300,1607,253,262,<1H OCEAN,90.01,72,75,4.61,light rain
Bostonia,-116.94,32.83,872,38,3.7831,147800,1701,317,304,<1H OCEAN,101.28,33,75,16.11,broken clouds
Lakeside,-116.88,32.86,1527,9,5.0733,196600,3049,471,515,<1H OCEAN,90.01,72,75,4.61,light rain
Lakeside,-116.86,32.87,2630,17,5.0524,285400,5799,921,843,<1H OCEAN,90.01,72,75,4.61,light rain
Alpine,-116.84,32.86,1211,16,3.2516,202100,2502,532,494,<1H OCEAN,93.54,50,0,6.91,clear sky
Lakeside,-116.89,32.85,652,16,2.8906,158300,1743,333,322,<1H OCEAN,90.01,72,75,4.61,light rain
Lakeside,-116.91,32.87,1690,14,4.3818,147100,3048,597,576,<1H OCEAN,90.01,72,75,4.61,light rain
Lakeside,-116.91,32.86,2310,10,2.5365,139500,3699,838,759,<1H OCEAN,90.01,72,75,4.61,light rain
Lakeside,-116.91,32.86,1633,15,3.6898,131000,3153,628,527,<1H OCEAN,90.01,72,75,4.61,light rain
Lakeside,-116.92,32.86,1472,11,2.3693,127000,2204,518,497,<1H OCEAN,90.01,72,75,4.61,light rain
Bostonia,-116.93,32.83,1463,19,3.944,172500,3038,529,509,<1H OCEAN,101.28,33,75,16.11,broken clouds
Bostonia,-116.93,32.83,684,21,2.3203,163500,1283,278,289,<1H OCEAN,101.28,33,75,16.11,broken clouds
Bostonia,-116.92,32.82,1278,17,2.8875,155700,2492,494,439,<1H OCEAN,101.28,33,75,16.11,broken clouds
Lakeside,-116.92,32.85,767,23,4.0625,145000,1378,269,266,<1H OCEAN,90.01,72,75,4.61,light rain
Lakeside,-116.92,32.84,2188,16,4.6674,178000,4675,834,817,<1H OCEAN,90.01,72,75,4.61,light rain
Bostonia,-116.92,32.82,1458,16,4.0048,184600,2784,468,465,<1H OCEAN,101.28,33,75,16.11,broken clouds
Lakeside,-116.91,32.85,2255,21,4.5096,159500,4152,703,697,<1H OCEAN,90.01,72,75,4.61,light rain
Lakeside,-116.89,32.85,1757,15,5.1185,185300,3560,593,574,<1H OCEAN,90.01,72,75,4.61,light rain
Lakeside,-116.9,32.84,1864,18,2.7069,153800,3612,737,713,<1H OCEAN,90.01,72,75,4.61,light rain
Bostonia,-116.89,32.82,1442,18,5.0201,154400,2515,443,449,<1H OCEAN,101.28,33,75,16.11,broken clouds
Lakeside,-116.9,32.84,2104,18,4.0873,146900,4215,810,773,<1H OCEAN,90.01,72,75,4.61,light rain
Bostonia,-116.91,32.82,1085,14,3.8073,170100,1978,424,387,<1H OCEAN,101.28,33,75,16.11,broken clouds
Lakeside,-116.96,32.9,1507,16,5.3008,186500,3047,495,499,<1H OCEAN,90.01,72,75,4.61,light rain
Lakeside,-116.94,32.89,1078,24,5.2542,227800,2541,381,372,<1H OCEAN,90.01,72,75,4.61,light rain
Lakeside,-116.94,32.87,1480,24,5.2614,177200,2824,441,471,<1H OCEAN,90.01,72,75,4.61,light rain
Lakeside,-116.93,32.87,1561,17,3.6027,211900,3722,670,604,<1H OCEAN,90.01,72,75,4.61,light rain
Lakeside,-116.9,32.9,1621,19,4.0806,189200,3090,552,520,<1H OCEAN,90.01,72,75,4.61,light rain
Lakeside,-116.84,32.92,536,20,3.1607,119300,1066,219,173,<1H OCEAN,90.01,72,75,4.61,light rain
Poway,-117.05,33.01,1439,19,4.625,211100,3558,588,578,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.05,33.01,1468,17,10.6186,429300,3430,425,433,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.04,33.01,314,28,8.4721,342300,922,107,97,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.03,33,2693,6,7.7569,387400,6139,793,770,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.04,32.99,4413,6,6.6012,314900,9518,1418,1275,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.04,32.98,640,16,6.0226,192900,1332,196,193,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.06,32.99,713,16,6.2683,180700,1306,196,222,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.05,32.97,4763,17,5.5882,194300,9911,1436,1414,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.05,32.96,1992,18,4.8295,165800,3593,661,626,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.04,32.97,3683,13,4.5746,175700,6711,1256,1220,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.03,32.97,1935,16,4.5625,231200,3936,694,659,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.03,32.96,1940,16,4.121,182100,3424,698,645,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-116.99,32.96,2748,17,4.8854,181300,5509,866,817,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.02,32.95,1043,25,3.7784,160100,1909,334,322,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.03,32.95,2456,19,4.5032,168900,4500,815,782,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.05,32.95,1297,17,3.9531,178600,3039,555,552,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.05,32.95,3013,17,3.2369,167800,4814,1091,1078,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.06,33.02,279,24,1.9176,121100,830,190,196,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.06,33.01,726,24,3.5192,159100,2618,485,443,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.07,33.01,588,25,3.1187,169400,2120,381,359,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.07,33.02,715,17,2.6048,148200,2863,665,467,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.06,33.04,667,17,5.7382,278000,1785,255,277,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.06,33.03,678,23,7.0913,265400,2023,309,340,<1H OCEAN,95.76,57,0,11.5,clear sky
Poway,-117.07,33.03,2026,14,5.09,268500,6665,1231,1001,<1H OCEAN,95.76,57,0,11.5,clear sky
Los Angeles,-118.27,34.07,1593,42,2.3438,213300,1175,428,407,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.27,34.06,2188,30,1.5885,154200,1771,788,764,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.27,34.07,1239,34,2.3438,152100,786,341,320,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.27,34.07,2071,32,2.1135,152500,1657,579,598,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.27,34.06,2013,33,1.9818,208300,1416,686,614,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.27,34.07,1533,33,2.3981,183300,1177,468,430,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.28,34.07,1111,41,1.9233,207100,1072,331,314,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.28,34.07,2642,24,2.4632,216700,3247,1281,1182,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.28,34.07,2226,14,2.2552,265900,1924,926,792,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.28,34.07,1684,32,2.3636,190000,1777,536,489,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.28,34.07,7221,25,2.0173,177500,7522,3179,2902,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.28,34.06,2251,14,1.1642,400000,1787,853,763,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.28,34.06,3051,17,1.7199,175000,2518,1196,1000,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.27,34.06,3915,17,1.1346,137500,2124,1168,1137,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.27,34.06,3723,25,1.3241,112500,1714,1176,1036,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.27,34.06,1172,45,1.494,187500,564,353,319,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.27,34.06,1204,26,1.4904,275000,513,338,321,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.26,34.06,3707,33,1.7238,110000,1950,1047,1012,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.27,34.05,1122,37,2.7634,137500,350,245,248,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.27,34.05,2081,52,0.9563,275000,1292,864,724,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.28,34.06,2309,52,1.6184,225000,1261,616,581,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.28,34.06,990,52,1.1122,187500,936,454,354,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.27,34.05,2796,25,1.7866,325000,1316,836,784,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.27,34.05,1685,26,1.5727,225000,1164,674,541,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.28,34.05,2079,28,1.4615,275000,1306,637,598,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.28,34.05,2510,31,1.6355,162500,1525,730,652,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.28,34.05,2931,41,1.4413,158900,1788,774,702,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.28,34.05,2260,41,1.3,162500,1075,597,614,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.28,34.05,1805,44,1.4801,212500,968,384,375,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.27,34.05,1406,47,1.3169,112500,661,359,307,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.27,34.05,751,24,1.8304,225000,323,214,189,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.27,34.05,1194,12,1.2012,275000,535,328,365,<1H OCEAN,95.59,61,0,11.5,clear sky
West Hollywood,-118.32,34.07,861,52,8.8062,500001,2156,306,311,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.33,34.06,693,52,15.0001,500001,1841,240,218,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.33,34.07,813,52,15.0001,500001,2248,255,265,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.33,34.07,531,52,15.0001,500001,1482,171,161,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.34,34.06,883,52,7.4574,500001,2089,309,281,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.34,34.06,707,52,3.4812,432800,1311,310,290,<1H OCEAN,97.79,62,0,11.5,clear sky
Los Angeles,-118.29,34.08,987,49,1.6806,316700,649,315,329,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.29,34.07,2465,19,2.5386,290600,3013,1118,1008,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.29,34.06,1704,9,2.0185,141700,1554,815,761,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.29,34.07,634,22,1.6406,300000,492,269,261,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.29,34.07,2660,26,2.3567,253100,2302,1124,1004,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.29,34.08,3920,43,1.925,300000,3056,1345,1304,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.3,34.07,1793,31,2.4348,230600,1489,664,556,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.3,34.07,7443,46,1.8238,237500,5677,2610,2406,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.3,34.07,2660,26,2.3375,282300,2107,757,740,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.3,34.07,2274,36,3.425,281700,2657,738,723,<1H OCEAN,95.59,61,0,11.5,clear sky
West Hollywood,-118.31,34.07,2759,28,2.2364,305600,2362,949,894,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.31,34.08,1539,49,2.6218,350900,2549,630,594,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.31,34.07,2149,40,2.2653,445000,2657,794,749,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.32,34.07,967,52,11.2185,500001,2980,366,359,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.31,34.06,145,36,0.8804,450000,369,147,136,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.32,34.06,578,52,5.7393,500001,983,246,204,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.32,34.07,1420,25,3.5909,404500,2740,707,664,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.32,34.06,457,52,15.0001,500001,955,100,120,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.31,34.07,4533,26,2.3105,166700,5062,2055,1822,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.31,34.06,2535,30,1.6987,412500,3110,1269,1218,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.31,34.07,2919,20,2.3674,500001,3264,1248,1191,<1H OCEAN,97.79,62,0,11.5,clear sky
Los Angeles,-118.3,34.06,1749,20,2.2094,75000,1782,896,823,<1H OCEAN,95.59,61,0,11.5,clear sky
West Hollywood,-118.31,34.06,2326,34,1.9038,325000,2470,1197,1055,<1H OCEAN,97.79,62,0,11.5,clear sky
Los Angeles,-118.29,34.07,3727,24,1.7365,112500,4021,1707,1529,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.3,34.07,5840,28,1.8829,300000,5221,2530,2374,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.3,34.06,942,43,1.6953,150000,1366,740,672,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.29,34.06,6846,42,1.5553,70000,3894,2293,2156,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.29,34.06,4137,27,1.5954,187500,2456,1111,1104,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.29,34.06,2716,46,2.1637,350000,1759,1012,877,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.3,34.06,2860,47,1.468,137500,1390,872,827,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.29,34.06,2235,23,1.9309,233300,2040,778,697,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.3,34.06,3906,33,2.0332,270000,2437,1283,1084,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.3,34.06,3468,21,1.8214,475000,3960,1490,1335,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.3,34.06,3720,23,1.7896,322200,2512,1203,1118,<1H OCEAN,95.59,61,0,11.5,clear sky
West Hollywood,-118.31,34.06,1268,24,2.8202,500001,1336,453,426,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.31,34.06,4225,47,1.6725,187500,3038,1533,1472,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.31,34.06,1351,34,2.0547,410000,1848,667,589,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.31,34.06,1920,52,2.1435,328900,2124,756,756,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.31,34.06,3107,31,2.0278,360000,2827,1084,993,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.31,34.06,1639,14,1.9949,380000,1559,646,567,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.32,34.05,2224,42,3.5517,291500,3292,713,674,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.32,34.06,1654,43,4.125,436800,2808,584,569,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.32,34.06,1383,36,4.5918,337000,3239,722,612,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.33,34.06,737,52,8.3617,433800,1368,231,248,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.33,34.05,1868,48,3.375,257800,2405,527,502,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.33,34.05,1323,44,2.5284,226300,1574,390,404,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.33,34.05,1446,45,2.1736,171300,1707,519,466,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.32,34.05,976,50,1.5882,327300,1389,364,302,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.32,34.05,3480,42,1.9923,250000,3343,1183,1146,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.31,34.05,1578,35,2.5313,305800,1692,423,406,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.31,34.05,1161,40,3.1406,417600,1667,365,384,<1H OCEAN,97.79,62,0,11.5,clear sky
Los Angeles,-118.3,34.05,2028,44,1.9152,115600,1612,650,593,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.3,34.05,1605,42,1.721,214300,1476,610,545,<1H OCEAN,95.59,61,0,11.5,clear sky
West Hollywood,-118.31,34.05,582,42,2.2937,350000,443,223,223,<1H OCEAN,97.79,62,0,11.5,clear sky
Los Angeles,-118.3,34.05,1845,46,2.1414,157700,1386,457,485,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.3,34.05,2034,31,2.2684,193800,1744,720,633,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.29,34.05,1615,30,1.3867,193800,1417,589,540,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.3,34.05,1664,36,1.9323,161100,1723,569,501,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.3,34.05,1987,34,2.096,187500,1453,588,589,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.29,34.05,5229,18,1.847,250000,3585,1661,1534,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.29,34.05,1143,11,2.3864,350000,677,370,341,<1H OCEAN,95.59,61,0,11.5,clear sky
Los Angeles,-118.29,34.05,4126,31,2.053,229200,2818,1252,1200,<1H OCEAN,95.59,61,0,11.5,clear sky
West Hollywood,-118.35,34.08,714,52,4.6838,479000,1801,313,293,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.35,34.07,1030,52,4.89,500001,2497,406,412,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.35,34.07,894,52,4.1328,500001,2315,356,345,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.34,34.07,981,52,5.8632,450000,2066,319,297,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.34,34.08,495,52,10.586,500001,1421,163,167,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.34,34.08,688,52,15.0001,500001,1721,195,196,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.34,34.07,588,52,6.2223,500001,1621,284,272,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.34,34.07,1203,52,4.1618,500001,3421,598,564,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.34,34.08,971,52,5.5871,500001,2756,542,510,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.35,34.08,1186,52,3.2645,175000,2877,721,704,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.36,34.08,1135,52,3.1765,225000,2373,601,576,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.36,34.08,848,52,2.9621,175000,1902,488,478,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.35,34.07,434,48,3.6111,450000,890,255,232,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.35,34.07,3359,45,3.3594,287500,7803,2154,2041,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.35,34.07,512,46,4.0179,350000,1651,410,397,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.35,34.07,1157,45,3.5719,500001,3312,880,809,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.36,34.07,777,40,2.3375,355200,1821,447,441,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.36,34.07,748,48,4.7019,411100,1740,360,357,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.36,34.07,944,52,3.4265,456900,2046,451,435,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.37,34.07,899,52,4.25,486900,2203,437,384,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.37,34.07,884,52,5.24,486400,2195,435,432,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.37,34.07,1045,44,3.201,287500,2703,663,619,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.37,34.07,870,39,3.1677,453400,2309,526,546,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.37,34.07,468,52,3.4286,474300,1084,247,255,<1H OCEAN,97.79,62,0,11.5,clear sky
Beverly Hills,-118.38,34.08,1739,25,3.3989,485000,4625,1307,1191,<1H OCEAN,97.93,65,0,11.5,clear sky
Beverly Hills,-118.38,34.07,1897,16,3.3725,375000,4814,1381,1209,<1H OCEAN,97.93,65,0,11.5,clear sky
Beverly Hills,-118.38,34.07,1510,21,3.5573,500001,3653,956,890,<1H OCEAN,97.93,65,0,11.5,clear sky
West Hollywood,-118.34,34.07,1594,52,3.1766,225000,3175,1057,997,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.35,34.06,1768,52,2.4722,500001,3446,1360,1245,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.34,34.06,629,52,7.1669,500001,1314,170,214,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.34,34.05,1122,52,3.9167,321600,2530,458,449,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.34,34.06,826,52,3.5481,396000,2069,417,377,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.34,34.06,768,52,3.7167,327300,1482,336,300,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.35,34.06,1164,52,3.2411,250000,2837,602,551,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.35,34.06,716,48,3.7167,385000,1354,279,309,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.35,34.06,617,52,5.3819,440900,1368,322,303,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.35,34.05,1416,33,2.6781,328800,2880,836,736,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.35,34.06,1601,48,3.2279,400000,3551,826,827,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.36,34.06,1109,39,3.25,355000,2810,670,624,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.36,34.06,921,52,2.9605,500001,2130,455,395,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.37,34.06,333,52,4.5192,446000,843,160,151,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.37,34.06,630,52,5.5596,500001,1608,289,252,<1H OCEAN,97.79,62,0,11.5,clear sky
Beverly Hills,-118.38,34.06,991,28,3.1475,362500,2522,616,574,<1H OCEAN,97.93,65,0,11.5,clear sky
Beverly Hills,-118.38,34.06,1676,29,2.7824,450000,3946,1008,876,<1H OCEAN,97.93,65,0,11.5,clear sky
Beverly Hills,-118.38,34.06,1987,31,2.8233,310000,4345,1158,1070,<1H OCEAN,97.93,65,0,11.5,clear sky
Beverly Hills,-118.38,34.06,1183,25,3.5556,500000,2558,661,636,<1H OCEAN,97.93,65,0,11.5,clear sky
Beverly Hills,-118.37,34.05,1159,35,3.0862,345300,2457,552,523,<1H OCEAN,97.93,65,0,11.5,clear sky
Culver City,-118.37,34.04,671,52,3.825,278500,1197,231,219,<1H OCEAN,98.53,70,0,11.5,clear sky
Beverly Hills,-118.37,34.05,539,48,4.005,275000,1266,234,222,<1H OCEAN,97.93,65,0,11.5,clear sky
Beverly Hills,-118.37,34.05,1252,41,2.9883,296100,2369,544,522,<1H OCEAN,97.93,65,0,11.5,clear sky
West Hollywood,-118.37,34.06,832,52,5.0858,470000,2239,423,411,<1H OCEAN,97.79,62,0,11.5,clear sky
Beverly Hills,-118.37,34.05,1121,52,4.0583,444300,2346,437,400,<1H OCEAN,97.93,65,0,11.5,clear sky
Beverly Hills,-118.37,34.05,776,52,3.625,440900,1563,306,308,<1H OCEAN,97.93,65,0,11.5,clear sky
West Hollywood,-118.37,34.06,878,52,4.0217,500001,2402,506,464,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.36,34.05,728,48,3.3824,322600,1825,404,363,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.36,34.05,632,47,4.0625,295200,1424,300,278,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.36,34.05,956,48,3.2813,243600,1835,380,370,<1H OCEAN,97.79,62,0,11.5,clear sky
Culver City,-118.36,34.04,462,49,2.7917,242000,995,184,194,<1H OCEAN,98.53,70,0,11.5,clear sky
West Hollywood,-118.36,34.05,946,45,3.3333,254700,1879,395,409,<1H OCEAN,97.79,62,0,11.5,clear sky
West Hollywood,-118.36,34.05,1724,50,3.0833,338100,3518,812,758,<1H OCEAN,97.79,62,0,11.5,clear sky
Beverly Hills,-118.38,34.05,900,52,3.0707,417900,2053,480,417,<1H OCEAN,97.93,65,0,11.5,clear sky
Beverly Hills,-118.39,34.05,724,47,5.7509,474100,1621,314,311,<1H OCEAN,97.93,65,0,11.5,clear sky
Beverly Hills,-118.38,34.05,590,52,4.2404,351000,1004,231,226,<1H OCEAN,97.93,65,0,11.5,clear sky
Beverly Hills,-118.38,34.05,526,52,4.4191,334100,1241,210,214,<1H OCEAN,97.93,65,0,11.5,clear sky
