City,Longitude,Lattitude,Population,Median Age,Median Income,Median House Value,Total Rooms,Bedrooms,Households,Ocean Proximity,Max Temp,Humidity,Cloudiness,Wind Speed,Description,County,Employees,Establishments,house_value_group
Arcadia,-118.03,34.14,2338.0,31.0,3.0727,242600.0,4353.0,1117.0,1037.0,INLAND,95.07,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Monrovia,-118.01,34.13,648.0,36.0,4.7159,365900.0,1332.0,217.0,203.0,INLAND,76.77,80.0,100.0,10.4,overcast clouds,Los Angeles,3847918.0,219625.0,$300k - $400k
Arcadia,-118.02,34.13,1239.0,33.0,5.2329,430900.0,2874.0,458.0,431.0,INLAND,95.07,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,>$400k
Arcadia,-118.02,34.13,980.0,34.0,7.7307,429000.0,1966.0,319.0,297.0,INLAND,95.07,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,>$400k
Arcadia,-118.03,34.13,995.0,33.0,4.9583,445700.0,2352.0,373.0,359.0,INLAND,95.07,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,>$400k
Arcadia,-118.02,34.12,989.0,37.0,6.1536,366000.0,2250.0,360.0,329.0,INLAND,95.07,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$300k - $400k
Arcadia,-118.02,34.11,1110.0,35.0,3.8029,414800.0,2454.0,458.0,435.0,INLAND,95.07,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,>$400k
Arcadia,-118.02,34.12,751.0,36.0,5.4555,395100.0,1471.0,246.0,230.0,INLAND,95.07,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$300k - $400k
Arcadia,-118.02,34.12,870.0,38.0,6.5784,408500.0,1778.0,288.0,281.0,INLAND,95.07,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,>$400k
Temple City,-118.03,34.11,1344.0,34.0,6.5722,437400.0,2837.0,460.0,458.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,>$400k
Monrovia,-118.01,34.14,1816.0,20.0,2.8352,161700.0,3350.0,831.0,744.0,INLAND,76.77,80.0,100.0,10.4,overcast clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Monrovia,-118.01,34.14,2202.0,23.0,3.52,187300.0,3425.0,754.0,729.0,INLAND,76.77,80.0,100.0,10.4,overcast clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Arcadia,-118.02,34.14,4131.0,31.0,3.5878,222800.0,6854.0,1578.0,1524.0,INLAND,95.07,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Monrovia,-117.99,34.15,1951.0,44.0,3.1304,185600.0,2492.0,611.0,596.0,INLAND,76.77,80.0,100.0,10.4,overcast clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Monrovia,-118.0,34.15,1544.0,43.0,2.5417,178300.0,2583.0,633.0,617.0,INLAND,76.77,80.0,100.0,10.4,overcast clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Monrovia,-118.01,34.15,3689.0,32.0,3.2377,184100.0,6597.0,1579.0,1459.0,INLAND,76.77,80.0,100.0,10.4,overcast clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Duarte,-117.98,34.14,2899.0,27.0,3.6336,235200.0,6341.0,1289.0,1192.0,INLAND,95.34,51.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Monrovia,-118.0,34.13,1869.0,24.0,3.2841,167000.0,2584.0,520.0,503.0,INLAND,76.77,80.0,100.0,10.4,overcast clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Monrovia,-118.0,34.14,1131.0,31.0,1.0548,178100.0,1298.0,431.0,425.0,INLAND,76.77,80.0,100.0,10.4,overcast clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Monrovia,-118.0,34.14,800.0,39.0,3.2723,166900.0,1302.0,303.0,291.0,INLAND,76.77,80.0,100.0,10.4,overcast clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Monrovia,-118.0,34.13,742.0,35.0,3.5481,158100.0,1005.0,224.0,221.0,INLAND,76.77,80.0,100.0,10.4,overcast clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Duarte,-117.99,34.13,1618.0,37.0,2.9605,129400.0,1568.0,371.0,350.0,INLAND,95.34,51.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Duarte,-117.99,34.12,1504.0,37.0,3.2857,130100.0,1527.0,331.0,324.0,INLAND,95.34,51.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Duarte,-117.99,34.12,1040.0,35.0,2.5395,139200.0,1040.0,231.0,242.0,INLAND,95.34,51.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Monrovia,-118.0,34.12,928.0,37.0,3.9219,175000.0,1340.0,325.0,333.0,INLAND,76.77,80.0,100.0,10.4,overcast clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Monrovia,-118.0,34.12,546.0,42.0,4.625,173800.0,870.0,170.0,164.0,INLAND,76.77,80.0,100.0,10.4,overcast clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Monrovia,-118.01,34.13,1906.0,38.0,4.0729,212300.0,3374.0,671.0,640.0,INLAND,76.77,80.0,100.0,10.4,overcast clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Monrovia,-118.01,34.12,657.0,43.0,4.5491,214800.0,1185.0,207.0,198.0,INLAND,76.77,80.0,100.0,10.4,overcast clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Monrovia,-118.01,34.12,922.0,32.0,3.94,278400.0,1937.0,332.0,340.0,INLAND,76.77,80.0,100.0,10.4,overcast clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Arcadia,-118.01,34.11,826.0,32.0,2.5114,212200.0,1978.0,536.0,470.0,INLAND,95.07,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Arcadia,-118.01,34.11,1054.0,43.0,3.5625,211600.0,1858.0,345.0,329.0,INLAND,95.07,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Arcadia,-118.01,34.11,794.0,36.0,4.2132,212200.0,1722.0,320.0,322.0,INLAND,95.07,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
El Monte,-118.02,34.1,1008.0,36.0,4.733,233700.0,1928.0,361.0,368.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
El Monte,-118.02,34.1,248.0,36.0,1.9688,226000.0,452.0,80.0,83.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Arcadia,-118.02,34.11,718.0,39.0,4.625,219000.0,1504.0,280.0,261.0,INLAND,95.07,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.03,34.1,1079.0,38.0,4.4236,233600.0,2301.0,416.0,398.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.03,34.1,1376.0,30.0,2.7857,201700.0,2773.0,634.0,540.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.03,34.1,1473.0,31.0,3.94,223900.0,2647.0,539.0,520.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.03,34.1,1512.0,32.0,2.9422,233100.0,2668.0,609.0,541.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.03,34.11,988.0,38.0,5.9175,416900.0,2076.0,361.0,332.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,>$400k
Temple City,-118.04,34.11,405.0,44.0,5.0,447100.0,773.0,120.0,121.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,>$400k
Temple City,-118.04,34.11,598.0,37.0,7.1885,500001.0,1275.0,177.0,174.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,>$400k
Temple City,-118.05,34.11,1779.0,42.0,5.1509,426500.0,3677.0,627.0,622.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,>$400k
Arcadia,-118.04,34.13,1072.0,39.0,6.0878,430200.0,2485.0,382.0,342.0,INLAND,95.07,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,>$400k
Arcadia,-118.04,34.12,1113.0,39.0,5.2249,445200.0,2522.0,380.0,357.0,INLAND,95.07,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,>$400k
Arcadia,-118.04,34.12,921.0,44.0,6.5989,500001.0,2007.0,288.0,307.0,INLAND,95.07,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,>$400k
Arcadia,-118.04,34.12,984.0,30.0,5.6916,500001.0,2170.0,318.0,309.0,INLAND,95.07,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,>$400k
Temple City,-118.05,34.12,2302.0,20.0,3.55,476700.0,5218.0,959.0,850.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,>$400k
Temple City,-118.06,34.12,1848.0,25.0,3.6639,248100.0,3891.0,848.0,759.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.06,34.12,1660.0,34.0,4.5667,271500.0,2941.0,558.0,576.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.06,34.12,1044.0,35.0,4.1875,275400.0,2053.0,369.0,375.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.05,34.11,677.0,48.0,3.2596,272400.0,1410.0,304.0,274.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.06,34.11,914.0,36.0,2.7656,239500.0,2178.0,485.0,412.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.06,34.11,1196.0,39.0,3.0854,248700.0,2603.0,547.0,487.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.04,34.1,1590.0,39.0,4.8017,273800.0,2302.0,412.0,406.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.05,34.1,889.0,36.0,4.7931,272600.0,1606.0,318.0,294.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.06,34.1,1599.0,38.0,3.8646,257100.0,3229.0,636.0,609.0,<1H OCEAN,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.06,34.1,697.0,42.0,4.3523,283600.0,1576.0,313.0,282.0,<1H OCEAN,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.06,34.1,786.0,43.0,3.5761,256700.0,1833.0,355.0,334.0,<1H OCEAN,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.06,34.1,1308.0,38.0,3.6995,260100.0,2438.0,442.0,461.0,<1H OCEAN,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.04,34.1,1155.0,38.0,4.1488,235300.0,2317.0,451.0,426.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.04,34.09,1542.0,34.0,4.6211,248900.0,2597.0,461.0,470.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.05,34.1,1107.0,30.0,4.2321,252200.0,2143.0,427.0,416.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.05,34.1,1313.0,42.0,4.0179,274300.0,2065.0,404.0,402.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Rosemead,-118.06,34.09,1096.0,38.0,4.0625,262500.0,2036.0,388.0,371.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.06,34.1,874.0,38.0,4.8594,265900.0,1960.0,330.0,308.0,<1H OCEAN,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Rosemead,-118.06,34.09,717.0,36.0,3.244,258100.0,1239.0,238.0,237.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Rosemead,-118.06,34.09,1116.0,40.0,4.2898,251600.0,1975.0,389.0,378.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Rosemead,-118.07,34.09,1293.0,40.0,2.5474,198100.0,1745.0,370.0,357.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Rosemead,-118.07,34.09,887.0,35.0,4.0987,202400.0,1224.0,267.0,276.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Rosemead,-118.08,34.09,1715.0,33.0,2.9196,208800.0,2557.0,578.0,530.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Rosemead,-118.08,34.09,1485.0,34.0,3.7222,207200.0,1823.0,457.0,401.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Rosemead,-118.08,34.09,2316.0,32.0,3.7066,206800.0,3214.0,718.0,751.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Temple City,-118.04,34.09,1461.0,34.0,3.8304,183000.0,2001.0,388.0,397.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.04,34.08,975.0,35.0,4.037,173300.0,1148.0,258.0,253.0,<1H OCEAN,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Temple City,-118.04,34.09,817.0,32.0,2.8333,186000.0,1339.0,334.0,349.0,INLAND,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Temple City,-118.05,34.09,409.0,23.0,3.5268,146400.0,602.0,135.0,123.0,<1H OCEAN,95.38,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.02,34.09,1199.0,32.0,3.4286,191800.0,1747.0,399.0,402.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.02,34.08,2449.0,29.0,3.6944,175200.0,2741.0,667.0,677.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.02,34.09,1976.0,24.0,2.6917,170000.0,2080.0,514.0,478.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.03,34.09,1152.0,29.0,2.8029,180900.0,1219.0,338.0,323.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.03,34.08,1732.0,32.0,2.4464,169600.0,1780.0,484.0,454.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.0,34.1,1544.0,34.0,3.4005,176300.0,2249.0,460.0,441.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.01,34.09,2331.0,29.0,3.6094,179200.0,3402.0,747.0,690.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.01,34.1,1713.0,27.0,3.8085,181400.0,2424.0,542.0,557.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.01,34.1,1375.0,35.0,3.4609,166300.0,2120.0,412.0,405.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.0,34.08,1520.0,29.0,3.994,195300.0,2003.0,401.0,364.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.01,34.08,1969.0,30.0,3.6531,166300.0,2281.0,522.0,500.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.02,34.08,2452.0,28.0,2.6071,175900.0,2769.0,631.0,581.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.01,34.08,1414.0,35.0,4.275,173600.0,1852.0,358.0,347.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.01,34.09,1283.0,32.0,3.1944,181700.0,1613.0,361.0,404.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.0,34.08,1279.0,23.0,4.6467,185100.0,1627.0,318.0,289.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.02,34.08,2830.0,31.0,2.3333,164200.0,2402.0,632.0,603.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.03,34.08,726.0,37.0,3.25,159200.0,775.0,179.0,183.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.03,34.08,1311.0,42.0,2.9688,162800.0,1597.0,373.0,352.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.04,34.07,269.0,52.0,2.3611,131300.0,177.0,59.0,75.0,<1H OCEAN,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Rosemead,-118.05,34.08,752.0,34.0,2.0433,138800.0,572.0,154.0,182.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Rosemead,-118.05,34.08,4983.0,25.0,2.7254,143500.0,4909.0,1422.0,1293.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Rosemead,-118.05,34.08,1857.0,30.0,2.4914,159200.0,1572.0,427.0,428.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Rosemead,-118.06,34.08,850.0,37.0,2.5119,180500.0,778.0,205.0,198.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Rosemead,-118.06,34.08,942.0,34.0,3.4202,189100.0,1197.0,260.0,245.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Rosemead,-118.06,34.08,1239.0,42.0,3.2569,201500.0,1988.0,402.0,402.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Rosemead,-118.07,34.08,1843.0,38.0,3.2312,211900.0,2462.0,553.0,538.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Rosemead,-118.07,34.07,1427.0,19.0,3.125,207100.0,1554.0,393.0,370.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Rosemead,-118.07,34.08,733.0,37.0,2.806,214600.0,1210.0,252.0,243.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
South El Monte,-118.05,34.07,4119.0,32.0,3.2373,183100.0,4492.0,1075.0,1035.0,<1H OCEAN,95.94,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Rosemead,-118.06,34.07,3034.0,30.0,2.3929,184400.0,2308.0,674.0,691.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.03,34.07,905.0,37.0,3.1042,152000.0,1091.0,269.0,242.0,<1H OCEAN,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.03,34.06,1307.0,36.0,2.1453,162100.0,1018.0,305.0,292.0,<1H OCEAN,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.04,34.07,1090.0,39.0,3.8125,174000.0,1382.0,315.0,308.0,<1H OCEAN,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.04,34.07,2536.0,39.0,2.3098,173100.0,2451.0,649.0,648.0,<1H OCEAN,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.01,34.07,6666.0,22.0,2.9334,182600.0,6311.0,1572.0,1456.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.01,34.06,455.0,26.0,2.7721,155400.0,557.0,153.0,196.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.01,34.07,6626.0,24.0,2.2559,166800.0,5684.0,1485.0,1481.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.02,34.07,3528.0,21.0,2.3236,156300.0,3245.0,959.0,887.0,INLAND,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.03,34.06,1396.0,31.0,2.4706,170600.0,1513.0,389.0,364.0,<1H OCEAN,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.03,34.06,3537.0,24.0,2.1094,135200.0,2343.0,834.0,824.0,<1H OCEAN,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.03,34.06,3481.0,27.0,2.4875,157800.0,2510.0,783.0,726.0,<1H OCEAN,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
South El Monte,-118.04,34.06,1300.0,31.0,2.1383,153400.0,957.0,295.0,287.0,<1H OCEAN,95.94,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
South El Monte,-118.04,34.06,2481.0,30.0,3.1875,154200.0,2019.0,551.0,484.0,<1H OCEAN,95.94,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
South El Monte,-118.04,34.06,988.0,39.0,3.2132,176100.0,1258.0,245.0,228.0,<1H OCEAN,95.94,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
South El Monte,-118.05,34.06,2991.0,32.0,2.1781,174500.0,2286.0,654.0,655.0,<1H OCEAN,95.94,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
South El Monte,-118.05,34.06,722.0,45.0,2.1406,162500.0,531.0,164.0,166.0,<1H OCEAN,95.94,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
South El Monte,-118.05,34.06,1570.0,25.0,3.023,142000.0,1022.0,291.0,297.0,<1H OCEAN,95.94,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
South El Monte,-118.06,34.06,3160.0,28.0,2.5763,173900.0,2127.0,625.0,620.0,<1H OCEAN,95.94,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
South El Monte,-118.06,34.06,2184.0,28.0,1.9189,165900.0,1778.0,605.0,574.0,<1H OCEAN,95.94,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Rosemead,-118.07,34.07,1062.0,31.0,3.5156,199300.0,1370.0,284.0,277.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
Rosemead,-118.08,34.07,3775.0,32.0,3.29,205500.0,4089.0,975.0,955.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$200k - $300k
Rosemead,-118.07,34.06,2758.0,34.0,2.5985,168600.0,2873.0,718.0,699.0,<1H OCEAN,95.72,55.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
South El Monte,-118.04,34.05,1337.0,32.0,2.6579,156800.0,1252.0,273.0,263.0,<1H OCEAN,95.94,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
South El Monte,-118.05,34.05,920.0,36.0,3.7279,162200.0,1084.0,202.0,199.0,<1H OCEAN,95.94,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
South El Monte,-118.06,34.04,1011.0,28.0,2.6288,160300.0,1516.0,363.0,344.0,<1H OCEAN,95.94,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.03,34.06,3818.0,24.0,2.5445,151400.0,2469.0,731.0,712.0,<1H OCEAN,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
South El Monte,-118.04,34.05,1043.0,34.0,3.0536,137500.0,1058.0,230.0,229.0,<1H OCEAN,95.94,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
South El Monte,-118.04,34.04,1527.0,35.0,3.0,160600.0,1734.0,363.0,344.0,<1H OCEAN,95.94,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
South El Monte,-118.04,34.04,1492.0,32.0,3.5,165100.0,1619.0,323.0,342.0,<1H OCEAN,95.94,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
South El Monte,-118.06,34.03,21.0,36.0,2.375,175000.0,21.0,7.0,9.0,<1H OCEAN,95.94,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.02,34.06,3792.0,26.0,2.2577,173800.0,2929.0,970.0,817.0,<1H OCEAN,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
El Monte,-118.02,34.05,2050.0,34.0,2.5562,156300.0,1610.0,513.0,508.0,<1H OCEAN,95.63,52.0,20.0,11.5,few clouds,Los Angeles,3847918.0,219625.0,$100k - $200k
