City,Longitude,Lattitude,Population,Median Age,Median Income,Median House Value,Total Rooms,Bedrooms,Households,Ocean Proximity
Grass Valley,-120.99,39.26,1090.0,16.0,3.7917,179200.0,2616.0,422.0,425.0,INLAND
Grass Valley,-120.91,39.39,226.0,16.0,1.6094,79500.0,352.0,105.0,82.0,INLAND
Grass Valley,-121.03,39.37,1172.0,15.0,2.6341,85000.0,1337.0,326.0,306.0,INLAND
Grass Valley,-121.13,39.31,1693.0,17.0,2.8102,128900.0,3442.0,705.0,619.0,INLAND
Grass Valley,-120.74,39.39,152.0,18.0,1.3523,85700.0,453.0,117.0,77.0,INLAND
Truckee,-120.09,39.4,171.0,17.0,2.125,83900.0,1076.0,283.0,64.0,INLAND
Truckee,-120.17,39.33,486.0,18.0,4.119,110900.0,1046.0,204.0,179.0,INLAND
Truckee,-120.2,39.33,905.0,26.0,3.7841,109500.0,1988.0,379.0,321.0,INLAND
Truckee,-120.19,39.32,646.0,16.0,2.3594,155700.0,1536.0,298.0,208.0,INLAND
Truckee,-120.17,39.32,1000.0,14.0,3.5652,119800.0,2421.0,489.0,354.0,INLAND
Truckee,-120.17,39.33,195.0,10.0,0.9283,116300.0,614.0,141.0,95.0,INLAND
Truckee,-120.1,39.37,1016.0,10.0,4.5208,117300.0,2325.0,410.0,373.0,INLAND
Truckee,-120.1,39.33,1193.0,9.0,4.3958,124800.0,2738.0,510.0,412.0,INLAND
Truckee,-120.15,39.36,694.0,9.0,5.6856,138100.0,2254.0,400.0,243.0,INLAND
Truckee,-120.26,39.32,780.0,24.0,3.0043,122100.0,6012.0,1227.0,358.0,INLAND
Truckee,-120.35,39.34,337.0,29.0,4.0278,95800.0,1986.0,474.0,100.0,INLAND
Truckee,-120.27,39.35,397.0,11.0,4.665,145600.0,2520.0,401.0,165.0,INLAND
Truckee,-120.25,39.34,294.0,9.0,3.1842,162500.0,2739.0,555.0,110.0,INLAND
Truckee,-120.24,39.35,291.0,8.0,3.4792,180800.0,4195.0,725.0,115.0,INLAND
Truckee,-120.23,39.36,245.0,7.0,4.0481,152300.0,2045.0,358.0,92.0,INLAND
Truckee,-120.22,39.35,203.0,8.0,4.5882,198400.0,1872.0,281.0,71.0,INLAND
Truckee,-120.21,39.35,85.0,7.0,4.7917,187500.0,914.0,159.0,34.0,INLAND
Truckee,-120.19,39.35,482.0,7.0,5.0622,174100.0,2611.0,395.0,159.0,INLAND
La Habra,-117.95,33.94,1287.0,28.0,5.0782,264100.0,2851.0,496.0,496.0,<1H OCEAN
La Habra,-117.96,33.94,1159.0,34.0,4.8906,228900.0,2228.0,399.0,378.0,<1H OCEAN
East La Mirada,-117.97,33.94,947.0,36.0,4.1205,217000.0,1870.0,338.0,324.0,<1H OCEAN
East La Mirada,-117.97,33.94,690.0,34.0,5.5608,255800.0,1632.0,263.0,268.0,<1H OCEAN
East La Mirada,-117.97,33.94,1056.0,35.0,4.0893,215700.0,1928.0,360.0,366.0,<1H OCEAN
East La Mirada,-117.97,33.93,918.0,31.0,4.4107,202000.0,1975.0,373.0,347.0,<1H OCEAN
East La Mirada,-117.97,33.93,981.0,33.0,4.5461,194000.0,1700.0,369.0,362.0,<1H OCEAN
La Habra,-117.96,33.93,841.0,31.0,3.46,232800.0,1471.0,321.0,330.0,<1H OCEAN
La Habra,-117.96,33.93,1275.0,29.0,3.776,192600.0,2316.0,522.0,501.0,<1H OCEAN
La Habra,-117.96,33.94,1407.0,31.0,2.6641,185200.0,2397.0,518.0,476.0,<1H OCEAN
La Habra,-117.94,33.93,1346.0,33.0,4.0833,162500.0,1770.0,370.0,366.0,<1H OCEAN
La Habra,-117.94,33.93,698.0,34.0,3.8194,186000.0,1475.0,319.0,293.0,<1H OCEAN
La Habra,-117.94,33.93,1037.0,14.0,2.7125,166100.0,999.0,232.0,244.0,<1H OCEAN
La Habra,-117.95,33.93,2400.0,25.0,3.4702,161900.0,3445.0,801.0,750.0,<1H OCEAN
La Habra,-117.95,33.93,1904.0,37.0,2.6123,161300.0,2633.0,630.0,630.0,<1H OCEAN
La Habra,-117.96,33.93,839.0,15.0,4.7446,175400.0,2014.0,419.0,390.0,<1H OCEAN
East La Mirada,-117.97,33.92,1296.0,32.0,5.7796,241300.0,2620.0,398.0,429.0,<1H OCEAN
East La Mirada,-117.97,33.93,989.0,35.0,4.1321,198100.0,1887.0,328.0,351.0,<1H OCEAN
East La Mirada,-117.97,33.92,900.0,24.0,3.0,251400.0,2017.0,416.0,436.0,<1H OCEAN
La Habra,-117.96,33.92,1654.0,18.0,3.2158,215000.0,3744.0,1027.0,912.0,<1H OCEAN
La Habra,-117.95,33.92,1590.0,18.0,3.6106,153600.0,2825.0,660.0,643.0,<1H OCEAN
La Habra,-117.94,33.92,1062.0,28.0,3.0588,145200.0,639.0,179.0,169.0,<1H OCEAN
La Habra,-117.95,33.92,1201.0,32.0,4.0,178200.0,1661.0,312.0,302.0,<1H OCEAN
La Habra,-117.95,33.92,1594.0,11.0,4.3426,141300.0,3127.0,706.0,694.0,<1H OCEAN
La Habra,-117.94,33.92,1038.0,32.0,4.6696,165500.0,1053.0,207.0,222.0,<1H OCEAN
La Habra,-117.95,33.92,2038.0,13.0,3.1378,137000.0,2312.0,592.0,559.0,<1H OCEAN
La Habra,-117.94,33.94,1452.0,25.0,5.1084,303800.0,3250.0,546.0,501.0,<1H OCEAN
La Habra,-117.94,33.94,845.0,30.0,4.5096,241100.0,1596.0,307.0,309.0,<1H OCEAN
La Habra,-117.95,33.94,1135.0,31.0,4.45,267900.0,2237.0,431.0,434.0,<1H OCEAN
La Habra,-117.94,33.94,1236.0,26.0,2.2156,145000.0,1962.0,540.0,520.0,<1H OCEAN
La Habra,-117.93,33.94,1135.0,30.0,6.0516,245000.0,2658.0,382.0,392.0,<1H OCEAN
La Habra,-117.93,33.94,1820.0,28.0,4.225,224700.0,3664.0,719.0,657.0,<1H OCEAN
La Habra,-117.93,33.93,1702.0,25.0,3.7933,184400.0,2431.0,534.0,523.0,<1H OCEAN
La Habra,-117.92,33.94,2045.0,27.0,5.583,267700.0,4566.0,620.0,664.0,<1H OCEAN
La Habra,-117.92,33.94,1255.0,30.0,4.7813,198200.0,2506.0,394.0,421.0,<1H OCEAN
La Habra,-117.93,33.92,1393.0,34.0,4.2443,174400.0,2271.0,437.0,433.0,<1H OCEAN
La Habra,-117.93,33.93,931.0,37.0,2.8,137500.0,1128.0,273.0,234.0,<1H OCEAN
La Habra,-117.93,33.93,1062.0,33.0,2.1944,139600.0,1626.0,378.0,356.0,<1H OCEAN
Brea,-117.92,33.93,1532.0,12.0,3.75,166300.0,4415.0,890.0,854.0,<1H OCEAN
Brea,-117.91,33.93,1207.0,21.0,6.2452,291700.0,2578.0,363.0,350.0,<1H OCEAN
Brea,-117.91,33.94,2314.0,15.0,6.3433,350500.0,5799.0,842.0,787.0,<1H OCEAN
Brea,-117.89,33.94,1822.0,20.0,4.7216,227000.0,3349.0,685.0,675.0,<1H OCEAN
Brea,-117.88,33.93,2771.0,17.0,7.6486,306700.0,6100.0,861.0,866.0,<1H OCEAN
Brea,-117.9,33.93,1897.0,12.0,3.3173,247400.0,4325.0,1191.0,1080.0,<1H OCEAN
Brea,-117.89,33.92,1381.0,17.0,5.4617,190300.0,2936.0,555.0,535.0,<1H OCEAN
Brea,-117.9,33.92,391.0,27.0,5.9177,267600.0,698.0,116.0,126.0,<1H OCEAN
Brea,-117.91,33.92,398.0,21.0,4.7222,208300.0,380.0,91.0,70.0,<1H OCEAN
Brea,-117.91,33.91,1555.0,27.0,3.6106,196400.0,2181.0,501.0,488.0,<1H OCEAN
Brea,-117.91,33.91,894.0,34.0,5.0096,221700.0,1763.0,303.0,297.0,<1H OCEAN
Brea,-117.91,33.91,666.0,32.0,4.125,230200.0,1530.0,301.0,276.0,<1H OCEAN
Brea,-117.91,33.91,1015.0,24.0,4.9766,267100.0,2249.0,379.0,385.0,<1H OCEAN
Brea,-117.89,33.92,1025.0,34.0,3.8333,170400.0,1473.0,312.0,315.0,<1H OCEAN
Brea,-117.89,33.91,527.0,33.0,3.7321,216500.0,1264.0,224.0,227.0,<1H OCEAN
Brea,-117.9,33.91,687.0,36.0,3.5403,195400.0,1376.0,257.0,221.0,<1H OCEAN
Brea,-117.89,33.92,1281.0,8.0,3.4954,159500.0,2120.0,544.0,470.0,<1H OCEAN
Brea,-117.89,33.92,609.0,14.0,2.3935,125000.0,1562.0,373.0,328.0,<1H OCEAN
Brea,-117.89,33.9,652.0,16.0,6.5284,288700.0,1426.0,216.0,226.0,<1H OCEAN
Brea,-117.89,33.9,693.0,23.0,7.898,258200.0,1533.0,226.0,230.0,<1H OCEAN
Brea,-117.9,33.9,1002.0,19.0,4.9743,193500.0,2176.0,414.0,402.0,<1H OCEAN
Brea,-117.9,33.91,1227.0,26.0,4.9524,226600.0,2885.0,476.0,439.0,<1H OCEAN
Brea,-117.9,33.91,2049.0,33.0,4.3103,201600.0,4181.0,804.0,834.0,<1H OCEAN
Brea,-117.92,33.92,1272.0,19.0,5.1952,302100.0,2181.0,400.0,337.0,<1H OCEAN
Brea,-117.92,33.91,1204.0,33.0,6.1825,336900.0,2868.0,382.0,412.0,<1H OCEAN
Brea,-117.92,33.91,891.0,27.0,9.5561,411800.0,2558.0,310.0,316.0,<1H OCEAN
Brea,-117.91,33.9,383.0,27.0,9.3125,293500.0,829.0,114.0,133.0,<1H OCEAN
Fullerton,-117.92,33.89,1116.0,18.0,5.4716,400000.0,2895.0,487.0,429.0,<1H OCEAN
Brea,-117.92,33.9,1010.0,13.0,6.3489,337900.0,1814.0,320.0,313.0,<1H OCEAN
La Habra,-117.93,33.91,676.0,24.0,5.2017,364600.0,1698.0,297.0,273.0,<1H OCEAN
Brea,-117.9,33.9,1430.0,18.0,6.9399,349600.0,3821.0,576.0,568.0,<1H OCEAN
Fullerton,-117.9,33.88,947.0,28.0,9.0055,375400.0,2696.0,346.0,356.0,<1H OCEAN
Placentia,-117.89,33.89,678.0,17.0,13.1107,467600.0,1671.0,192.0,206.0,<1H OCEAN
Fullerton,-117.92,33.89,622.0,12.0,5.0258,161800.0,1859.0,393.0,316.0,<1H OCEAN
East La Mirada,-117.97,33.91,3853.0,19.0,6.0076,269500.0,8096.0,1318.0,1313.0,<1H OCEAN
La Habra,-117.96,33.9,1070.0,9.0,7.2532,381500.0,1899.0,284.0,293.0,<1H OCEAN
La Habra,-117.95,33.9,1679.0,15.0,6.8429,372600.0,3057.0,479.0,498.0,<1H OCEAN
La Habra,-117.96,33.9,1213.0,10.0,6.5635,346900.0,2423.0,356.0,347.0,<1H OCEAN
East La Mirada,-117.98,33.9,506.0,6.0,4.8264,146800.0,1537.0,347.0,280.0,<1H OCEAN
Fullerton,-117.96,33.88,1588.0,25.0,6.2556,341300.0,3578.0,461.0,466.0,<1H OCEAN
Fullerton,-117.95,33.89,755.0,17.0,6.5764,349000.0,1665.0,247.0,254.0,<1H OCEAN
Fullerton,-117.96,33.89,625.0,24.0,4.4375,334100.0,1332.0,252.0,230.0,<1H OCEAN
La Habra,-117.94,33.91,3946.0,18.0,5.6441,313000.0,8836.0,1527.0,1451.0,<1H OCEAN
Fullerton,-117.93,33.9,956.0,30.0,9.9071,500001.0,2629.0,331.0,319.0,<1H OCEAN
Fullerton,-117.94,33.89,1076.0,30.0,6.7528,459600.0,2577.0,404.0,374.0,<1H OCEAN
Fullerton,-117.94,33.88,833.0,35.0,5.3738,365100.0,2159.0,343.0,335.0,<1H OCEAN
La Habra,-117.94,33.9,711.0,27.0,9.7956,500001.0,2029.0,242.0,254.0,<1H OCEAN
Buena Park,-117.98,33.87,1435.0,25.0,3.3199,188800.0,2037.0,515.0,496.0,<1H OCEAN
Buena Park,-117.98,33.87,937.0,29.0,3.8068,158700.0,1310.0,332.0,294.0,<1H OCEAN
Buena Park,-117.98,33.86,726.0,25.0,3.875,137500.0,1025.0,266.0,183.0,<1H OCEAN
Buena Park,-117.98,33.86,781.0,26.0,4.1287,205800.0,1240.0,285.0,315.0,<1H OCEAN
Buena Park,-117.97,33.87,1255.0,28.0,3.7054,169200.0,1784.0,440.0,433.0,<1H OCEAN
Buena Park,-117.97,33.86,1682.0,34.0,3.6006,161700.0,2138.0,490.0,463.0,<1H OCEAN
Buena Park,-117.97,33.86,1265.0,35.0,3.5855,174300.0,1691.0,367.0,378.0,<1H OCEAN
Buena Park,-117.97,33.86,1022.0,12.0,3.6471,141700.0,1370.0,367.0,296.0,<1H OCEAN
Fullerton,-117.96,33.86,1230.0,35.0,3.7813,184900.0,2146.0,430.0,429.0,<1H OCEAN
Fullerton,-117.96,33.86,1249.0,35.0,4.2937,183200.0,2181.0,371.0,358.0,<1H OCEAN
Fullerton,-117.96,33.87,1152.0,35.0,3.7222,187500.0,1972.0,367.0,356.0,<1H OCEAN
Fullerton,-117.95,33.86,1343.0,35.0,4.53,193500.0,2375.0,439.0,424.0,<1H OCEAN
Fullerton,-117.95,33.86,1333.0,35.0,5.2099,191400.0,2478.0,431.0,427.0,<1H OCEAN
Fullerton,-117.96,33.86,1283.0,32.0,3.3516,190000.0,2366.0,505.0,477.0,<1H OCEAN
Fullerton,-117.94,33.88,770.0,46.0,5.4217,256000.0,1747.0,312.0,296.0,<1H OCEAN
Fullerton,-117.95,33.87,938.0,34.0,4.285,184900.0,1599.0,296.0,307.0,<1H OCEAN
Fullerton,-117.95,33.87,1115.0,35.0,4.4784,185200.0,1854.0,383.0,381.0,<1H OCEAN
Fullerton,-117.95,33.87,746.0,22.0,2.0227,55000.0,1432.0,335.0,296.0,<1H OCEAN
Fullerton,-117.96,33.87,416.0,27.0,3.141,167500.0,890.0,289.0,200.0,<1H OCEAN
Fullerton,-117.96,33.87,1155.0,37.0,4.7984,175800.0,1785.0,360.0,403.0,<1H OCEAN
Fullerton,-117.95,33.88,817.0,34.0,3.6705,275000.0,1939.0,355.0,314.0,<1H OCEAN
Fullerton,-117.94,33.86,1394.0,36.0,4.6477,194700.0,2824.0,493.0,507.0,<1H OCEAN
Fullerton,-117.94,33.86,706.0,33.0,2.1432,197500.0,1013.0,312.0,266.0,<1H OCEAN
Fullerton,-117.95,33.86,1066.0,36.0,5.197,195700.0,2038.0,343.0,346.0,<1H OCEAN
Fullerton,-117.93,33.86,1173.0,36.0,4.5774,182100.0,1672.0,318.0,337.0,<1H OCEAN
Fullerton,-117.93,33.86,893.0,35.0,4.0288,184000.0,1216.0,225.0,228.0,<1H OCEAN
Fullerton,-117.94,33.86,875.0,35.0,4.6964,183100.0,1235.0,227.0,220.0,<1H OCEAN
Fullerton,-117.94,33.86,1247.0,35.0,4.75,185600.0,2127.0,417.0,378.0,<1H OCEAN
Fullerton,-117.93,33.88,1001.0,52.0,5.1237,240000.0,2157.0,362.0,373.0,<1H OCEAN
Fullerton,-117.93,33.87,730.0,10.0,1.4803,137500.0,1277.0,488.0,417.0,<1H OCEAN
Fullerton,-117.94,33.87,1275.0,46.0,3.9375,187000.0,2066.0,450.0,448.0,<1H OCEAN
Fullerton,-117.94,33.88,679.0,35.0,4.3333,239300.0,1694.0,296.0,282.0,<1H OCEAN
Fullerton,-117.92,33.87,301.0,44.0,2.1991,191100.0,308.0,87.0,100.0,<1H OCEAN
Fullerton,-117.92,33.87,966.0,36.0,2.8438,162500.0,1125.0,285.0,257.0,<1H OCEAN
Fullerton,-117.93,33.87,429.0,52.0,2.315,182100.0,950.0,229.0,185.0,<1H OCEAN
Fullerton,-117.93,33.88,585.0,45.0,4.0812,241700.0,1306.0,293.0,260.0,<1H OCEAN
Fullerton,-117.93,33.88,967.0,32.0,7.2893,293500.0,2458.0,359.0,409.0,<1H OCEAN
Fullerton,-117.92,33.88,609.0,52.0,3.75,232500.0,1270.0,276.0,211.0,<1H OCEAN
Fullerton,-117.91,33.88,784.0,34.0,5.2336,235600.0,1851.0,291.0,290.0,<1H OCEAN
Fullerton,-117.92,33.88,719.0,32.0,5.3649,243600.0,1683.0,273.0,263.0,<1H OCEAN
Fullerton,-117.92,33.88,575.0,32.0,5.3986,318700.0,1632.0,244.0,235.0,<1H OCEAN
Fullerton,-117.91,33.89,523.0,30.0,7.875,351900.0,1631.0,212.0,216.0,<1H OCEAN
Fullerton,-117.9,33.88,991.0,35.0,5.2897,230400.0,2062.0,353.0,357.0,<1H OCEAN
Fullerton,-117.9,33.88,661.0,34.0,4.675,215400.0,1396.0,245.0,261.0,<1H OCEAN
Fullerton,-117.9,33.87,1360.0,28.0,2.9861,218600.0,2315.0,538.0,504.0,<1H OCEAN
Fullerton,-117.9,33.87,1040.0,34.0,3.4338,195200.0,1411.0,292.0,299.0,<1H OCEAN
Fullerton,-117.91,33.87,1191.0,52.0,2.9076,177300.0,2031.0,506.0,463.0,<1H OCEAN
Placentia,-117.88,33.89,866.0,18.0,3.6435,119100.0,1616.0,532.0,496.0,<1H OCEAN
Placentia,-117.88,33.89,353.0,16.0,4.5,173300.0,959.0,176.0,185.0,<1H OCEAN
Placentia,-117.88,33.88,615.0,15.0,3.0263,162500.0,957.0,360.0,370.0,<1H OCEAN
Placentia,-117.89,33.88,1549.0,15.0,1.9127,175000.0,1655.0,626.0,582.0,<1H OCEAN
Placentia,-117.89,33.88,771.0,33.0,5.3836,229600.0,1582.0,256.0,240.0,<1H OCEAN
Placentia,-117.89,33.88,1037.0,27.0,5.7519,243400.0,2091.0,336.0,332.0,<1H OCEAN
Placentia,-117.89,33.87,755.0,25.0,3.0893,188200.0,1492.0,439.0,389.0,<1H OCEAN
Placentia,-117.89,33.87,693.0,32.0,3.3594,202100.0,1133.0,216.0,228.0,<1H OCEAN
Placentia,-117.88,33.87,1302.0,35.0,5.6409,190900.0,1919.0,349.0,345.0,<1H OCEAN
Placentia,-117.89,33.87,835.0,32.0,3.0465,148900.0,1569.0,422.0,386.0,<1H OCEAN
Fullerton,-117.93,33.87,1237.0,45.0,3.3472,168000.0,1006.0,230.0,237.0,<1H OCEAN
Fullerton,-117.93,33.86,778.0,36.0,2.6563,155000.0,931.0,279.0,303.0,<1H OCEAN
Fullerton,-117.93,33.86,1216.0,17.0,3.3438,186600.0,1627.0,398.0,369.0,<1H OCEAN
Fullerton,-117.93,33.86,516.0,35.0,5.5867,182500.0,931.0,181.0,174.0,<1H OCEAN
Fullerton,-117.93,33.87,1822.0,29.0,1.7935,162500.0,1221.0,371.0,326.0,<1H OCEAN
Placentia,-117.89,33.86,1220.0,28.0,3.3008,193800.0,1395.0,398.0,362.0,<1H OCEAN
Fullerton,-117.91,33.86,1415.0,26.0,2.4732,165800.0,2296.0,570.0,527.0,<1H OCEAN
Fullerton,-117.92,33.86,247.0,26.0,3.6375,133900.0,745.0,161.0,151.0,<1H OCEAN
Brea,-117.87,33.91,1017.0,16.0,4.2188,176300.0,2434.0,455.0,476.0,<1H OCEAN
Brea,-117.88,33.9,1413.0,21.0,6.5945,277300.0,3180.0,434.0,391.0,<1H OCEAN
Brea,-117.88,33.9,759.0,15.0,3.5333,114400.0,1705.0,478.0,479.0,<1H OCEAN
Placentia,-117.88,33.89,2300.0,19.0,3.0214,218400.0,3583.0,911.0,871.0,<1H OCEAN
Placentia,-117.88,33.89,1701.0,17.0,3.6946,265500.0,3218.0,923.0,824.0,<1H OCEAN
Placentia,-117.87,33.89,486.0,25.0,7.1472,270100.0,1142.0,162.0,150.0,<1H OCEAN
Placentia,-117.86,33.91,1227.0,16.0,6.4514,270800.0,2889.0,423.0,401.0,<1H OCEAN
Placentia,-117.86,33.9,630.0,17.0,6.9113,285200.0,1452.0,188.0,194.0,<1H OCEAN
Placentia,-117.86,33.9,1291.0,25.0,7.2478,299200.0,3205.0,409.0,408.0,<1H OCEAN
Placentia,-117.87,33.9,1416.0,21.0,6.8268,280300.0,3181.0,447.0,469.0,<1H OCEAN
Placentia,-117.86,33.89,1915.0,22.0,6.6897,289800.0,4386.0,593.0,592.0,<1H OCEAN
Placentia,-117.86,33.89,820.0,24.0,6.9612,274500.0,2002.0,253.0,241.0,<1H OCEAN
Placentia,-117.87,33.89,786.0,19.0,6.4218,275000.0,1674.0,243.0,234.0,<1H OCEAN
Placentia,-117.86,33.88,871.0,19.0,3.7361,201400.0,1621.0,328.0,322.0,<1H OCEAN
Placentia,-117.87,33.89,769.0,17.0,2.425,171700.0,1441.0,530.0,456.0,<1H OCEAN
Placentia,-117.87,33.89,1382.0,22.0,3.343,184600.0,2340.0,664.0,546.0,<1H OCEAN
Placentia,-117.87,33.88,1342.0,25.0,3.025,156900.0,1808.0,440.0,454.0,<1H OCEAN
Placentia,-117.87,33.88,1519.0,24.0,3.3036,183900.0,2655.0,702.0,708.0,<1H OCEAN
Placentia,-117.87,33.88,2026.0,28.0,3.5667,190700.0,3333.0,752.0,722.0,<1H OCEAN
Placentia,-117.87,33.88,1682.0,28.0,3.6417,204300.0,2612.0,602.0,563.0,<1H OCEAN
Placentia,-117.86,33.87,685.0,12.0,5.1784,254000.0,1600.0,251.0,256.0,<1H OCEAN
Placentia,-117.87,33.85,34.0,33.0,5.2949,350000.0,45.0,11.0,10.0,<1H OCEAN
Placentia,-117.85,33.86,209.0,18.0,4.6806,187500.0,329.0,72.0,71.0,<1H OCEAN
Placentia,-117.85,33.89,1486.0,22.0,5.9639,262300.0,4020.0,655.0,635.0,<1H OCEAN
Placentia,-117.85,33.88,2138.0,14.0,7.3658,288500.0,4753.0,681.0,678.0,<1H OCEAN
Placentia,-117.86,33.88,1886.0,20.0,6.5843,272200.0,3977.0,540.0,541.0,<1H OCEAN
Placentia,-117.85,33.87,2569.0,15.0,5.6549,301900.0,5078.0,806.0,759.0,<1H OCEAN
Placentia,-117.85,33.9,1997.0,20.0,5.5918,260500.0,4026.0,648.0,650.0,<1H OCEAN
Placentia,-117.85,33.9,811.0,25.0,5.2037,242200.0,1548.0,256.0,263.0,<1H OCEAN
Yorba Linda,-117.84,33.89,1912.0,24.0,5.7951,226900.0,3935.0,625.0,593.0,<1H OCEAN
Placentia,-117.85,33.89,1616.0,24.0,5.7457,240600.0,3326.0,503.0,494.0,<1H OCEAN
Placentia,-117.88,33.87,1203.0,21.0,3.2083,145300.0,1519.0,388.0,366.0,<1H OCEAN
Placentia,-117.87,33.86,1149.0,19.0,3.1534,324400.0,2232.0,448.0,417.0,<1H OCEAN
Placentia,-117.87,33.87,1367.0,7.0,4.6563,162400.0,2663.0,642.0,677.0,<1H OCEAN
Placentia,-117.87,33.87,1766.0,15.0,2.4929,158500.0,1898.0,476.0,455.0,<1H OCEAN
Placentia,-117.87,33.87,1534.0,16.0,3.0227,297100.0,1332.0,368.0,295.0,<1H OCEAN
Placentia,-117.86,33.87,891.0,19.0,5.6573,216000.0,1591.0,279.0,237.0,<1H OCEAN
Placentia,-117.88,33.85,2726.0,18.0,2.7759,200000.0,2705.0,713.0,674.0,<1H OCEAN
Placentia,-117.87,33.86,2197.0,28.0,3.4856,142800.0,2292.0,531.0,509.0,<1H OCEAN
Placentia,-117.88,33.85,971.0,22.0,3.1667,113900.0,1105.0,241.0,249.0,<1H OCEAN
Yorba Linda,-117.81,33.89,1546.0,13.0,5.8243,297900.0,3252.0,583.0,557.0,<1H OCEAN
Yorba Linda,-117.82,33.88,1027.0,18.0,7.0526,327500.0,1982.0,300.0,324.0,<1H OCEAN
Yorba Linda,-117.82,33.89,1050.0,24.0,4.6172,238300.0,2168.0,421.0,397.0,<1H OCEAN
Yorba Linda,-117.81,33.88,1430.0,19.0,5.3339,371700.0,2968.0,503.0,459.0,<1H OCEAN
Yorba Linda,-117.82,33.89,1431.0,21.0,4.0714,278900.0,3079.0,509.0,480.0,<1H OCEAN
Yorba Linda,-117.78,33.86,1769.0,16.0,4.1064,246100.0,3471.0,708.0,691.0,<1H OCEAN
Chino Hills,-117.76,33.87,1971.0,16.0,6.4265,263700.0,3973.0,595.0,575.0,<1H OCEAN
Yorba Linda,-117.83,33.9,1196.0,23.0,6.5755,272800.0,2446.0,360.0,359.0,<1H OCEAN
Yorba Linda,-117.84,33.9,707.0,24.0,7.0352,299600.0,1723.0,223.0,219.0,<1H OCEAN
Yorba Linda,-117.83,33.89,840.0,25.0,4.625,245700.0,1737.0,270.0,265.0,<1H OCEAN
Yorba Linda,-117.83,33.88,1209.0,23.0,6.0132,259400.0,2365.0,355.0,347.0,<1H OCEAN
Yorba Linda,-117.84,33.89,1787.0,19.0,6.7837,264300.0,3544.0,542.0,560.0,<1H OCEAN
Yorba Linda,-117.83,33.88,1048.0,18.0,6.9308,231700.0,2112.0,340.0,315.0,<1H OCEAN
Yorba Linda,-117.82,33.88,2531.0,15.0,6.2185,280300.0,5392.0,895.0,827.0,<1H OCEAN
Yorba Linda,-117.83,33.87,3521.0,5.0,5.2131,243900.0,6971.0,1449.0,1423.0,<1H OCEAN
Yorba Linda,-117.81,33.88,904.0,19.0,9.2327,461300.0,2265.0,283.0,279.0,<1H OCEAN
Yorba Linda,-117.81,33.87,2457.0,19.0,6.0591,233500.0,4491.0,680.0,702.0,<1H OCEAN
Yorba Linda,-117.8,33.87,3107.0,16.0,4.2566,206100.0,5954.0,1281.0,1209.0,<1H OCEAN
Yorba Linda,-117.81,33.86,95.0,18.0,3.5625,235000.0,133.0,29.0,23.0,<1H OCEAN
Brea,-117.87,33.92,1905.0,14.0,6.3303,303000.0,4039.0,669.0,670.0,<1H OCEAN
Brea,-117.88,33.92,1565.0,13.0,5.457,308800.0,3292.0,727.0,698.0,<1H OCEAN
Yorba Linda,-117.85,33.92,1460.0,11.0,8.0287,371800.0,3331.0,410.0,416.0,<1H OCEAN
Brea,-117.87,33.92,2054.0,17.0,6.0571,272400.0,4575.0,764.0,737.0,<1H OCEAN
Yorba Linda,-117.83,33.93,671.0,14.0,6.5841,306400.0,1956.0,282.0,269.0,<1H OCEAN
Yorba Linda,-117.8,33.92,2306.0,16.0,4.6315,277500.0,5819.0,986.0,914.0,<1H OCEAN
Yorba Linda,-117.8,33.89,1278.0,25.0,7.0217,357900.0,3121.0,381.0,389.0,<1H OCEAN
Yorba Linda,-117.79,33.88,3822.0,17.0,6.0829,252600.0,8562.0,1351.0,1316.0,<1H OCEAN
Yorba Linda,-117.78,33.87,2624.0,16.0,5.3307,169600.0,5609.0,952.0,934.0,<1H OCEAN
Yorba Linda,-117.78,33.88,871.0,16.0,6.6678,301900.0,1800.0,238.0,234.0,<1H OCEAN
Yorba Linda,-117.78,33.9,2923.0,14.0,6.5437,268200.0,6239.0,901.0,904.0,<1H OCEAN
Yorba Linda,-117.82,33.9,524.0,25.0,7.5744,259300.0,1137.0,170.0,164.0,<1H OCEAN
Yorba Linda,-117.8,33.9,1485.0,22.0,7.8537,354900.0,3760.0,482.0,461.0,<1H OCEAN
Chino Hills,-117.74,33.89,16122.0,4.0,7.4947,366300.0,37937.0,5471.0,5189.0,<1H OCEAN
Chino Hills,-117.76,33.88,2090.0,9.0,6.6536,307800.0,4838.0,759.0,695.0,<1H OCEAN
Yorba Linda,-117.77,33.88,2070.0,8.0,8.1117,410200.0,4874.0,627.0,619.0,<1H OCEAN
Yorba Linda,-117.78,33.89,4160.0,7.0,8.9088,415300.0,9729.0,1210.0,1214.0,<1H OCEAN
Yorba Linda,-117.8,33.85,1568.0,23.0,5.6403,233000.0,3038.0,470.0,438.0,<1H OCEAN
Yorba Linda,-117.82,33.85,1350.0,21.0,6.057,235900.0,2603.0,404.0,390.0,<1H OCEAN
Yorba Linda,-117.82,33.85,1189.0,18.0,5.2227,213500.0,1810.0,305.0,326.0,<1H OCEAN
Yorba Linda,-117.8,33.85,1558.0,16.0,5.806,304900.0,4151.0,637.0,604.0,<1H OCEAN
Yorba Linda,-117.82,33.84,676.0,25.0,10.1299,454300.0,1788.0,203.0,217.0,<1H OCEAN
