City,Longitude,latitude,Population,median_age,median_income,median_house_value,total_rooms,Bedrooms,Households,ocean_proximity,max_temp,Humidity,Cloudiness,wind_speed,Description,County,Employees,Establishments
Santa Monica,-118.46,34.07,808,43,6.7703,500001,2511,456,407,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,34.07,850,49,14.2867,500001,2418,301,318,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,34.07,913,42,9.2225,500001,2564,460,414,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.44,34.06,2609,9,3.2545,500001,5102,1695,1450,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.44,34.05,1886,18,4.4674,500001,4780,1192,1036,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.44,34.05,798,32,4.7109,500000,1880,435,417,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.44,34.05,2269,15,5.7097,316700,5368,1312,1232,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.43,34.06,911,11,7.2675,500001,3184,641,463,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.43,34.06,601,41,5.3777,500001,1463,267,267,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.43,34.05,1581,22,5.2555,500001,4251,1073,881,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.44,34.06,1649,13,6.2389,500001,4833,1119,807,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.42,34.06,1077,40,6.1527,500001,2933,565,536,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.43,34.06,523,31,7.4219,500001,1317,284,274,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.43,34.06,1122,38,4.1908,500001,2982,664,572,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.43,34.06,1675,20,5.1999,500001,4600,1018,932,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.42,34.06,291,44,10.8045,500001,533,90,97,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.42,34.06,640,52,6.871,500001,1881,334,321,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.42,34.05,1698,38,4.8304,500001,4888,1126,937,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.43,34.05,727,52,6.7115,500001,1693,290,305,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.43,34.05,1613,24,3.9673,477300,3832,949,893,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.44,34.05,2492,20,4.1141,305000,5943,1538,1429,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.44,34.05,1588,22,4.8618,500001,3970,871,791,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.43,34.04,962,52,5.8587,494700,2425,435,412,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,34.05,936,28,2.1875,181300,801,399,406,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,34.04,1848,22,3.6673,283300,3319,1045,940,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,34.04,2031,23,2.7679,277500,3771,1321,1241,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,34.05,3136,25,2.6509,410000,6902,2138,1844,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,34.05,2103,23,3.7549,275000,4099,1287,1217,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,34.04,1820,19,3.2663,337500,3522,1036,977,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.47,34.04,2719,21,3.5335,268800,5041,1491,1420,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,34.04,1837,19,3.0173,393800,3330,1010,915,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,34.04,1390,25,3.0069,325000,2142,718,699,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,34.04,1558,25,3.6976,360000,2768,850,784,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,34.04,1404,17,3.1235,420800,2729,897,758,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,34.04,1632,31,3.287,348100,2621,707,673,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,34.04,1435,21,3.9489,360200,2819,648,593,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,34.03,520,45,2.6528,300000,727,168,175,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,34.03,931,39,3.7813,336300,1657,402,363,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.44,34.04,14,49,2.1875,225000,32,7,7,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.44,34.04,3,16,0.536,350000,18,6,4,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.44,34.04,1535,31,3.0714,347800,2670,662,631,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.43,34.04,735,52,5.2954,485100,1782,308,307,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.42,34.04,639,46,4.925,409800,1508,276,273,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.43,34.04,1115,42,4.5833,427500,2725,569,516,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.41,34.05,3026,16,5.8758,500001,9728,2211,1899,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.42,34.05,1124,33,5.0151,500001,2921,652,608,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.42,34.05,981,52,7.8164,500001,2533,402,386,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.4,34.05,1518,26,5.0762,500001,4473,923,805,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.4,34.04,720,40,9.272,500001,2079,268,282,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.4,34.04,420,42,12.8483,500001,1298,174,190,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.4,34.03,871,36,8.1484,500001,1831,296,269,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.41,34.03,994,33,3.7277,500001,1730,386,363,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.41,34.04,228,49,8.0239,500001,601,95,106,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.39,34.05,1047,35,4.0283,412500,2458,576,554,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.39,34.05,1253,42,5.222,500001,3105,559,531,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.4,34.05,859,34,3.6953,500001,2113,459,432,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.39,34.05,1139,25,4.0153,460000,2814,701,658,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.41,34.04,681,52,10.9805,500001,1907,261,249,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.41,34.04,800,52,11.1768,500001,2113,332,327,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.41,34.03,1234,36,5.1637,500001,3053,635,577,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.42,34.04,771,51,6.626,500001,1975,348,357,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.42,34.04,574,52,5.6454,500001,1358,272,267,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.39,34.04,834,45,7.3028,500001,2089,312,305,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.39,34.04,635,44,5.5951,461300,1873,286,283,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.4,34.04,1398,43,8.5938,500001,3863,537,511,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.4,34.05,394,43,10.4519,500001,1028,145,149,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Beverly Hills,-118.39,34.05,577,42,6.6368,500001,1467,203,204,<1H OCEAN,97.93,65,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.38,34.04,1794,35,2.2961,207700,2237,592,543,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.38,34.04,2120,31,2.7226,254200,2846,727,672,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.38,34.04,254,45,6.2895,340400,767,130,118,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.38,34.04,2054,36,2.0437,309100,3005,771,758,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.38,34.04,1665,39,3.4063,271600,2614,569,553,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.39,34.04,85,41,4.125,237500,101,23,30,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.39,34.04,666,52,4.7386,340400,1492,277,289,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.39,34.04,669,49,3.9038,308300,1230,279,269,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.39,34.03,1161,28,3.2228,232500,1722,536,481,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.39,34.03,1890,25,3.0574,319400,3442,1050,914,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.4,34.03,491,24,3.2222,319400,1101,318,287,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.4,34.03,520,43,6.5669,372800,1006,201,199,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.41,34.03,2435,26,2.8418,327300,4376,1394,1250,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.4,34.02,3870,19,3.116,300000,7297,2331,2144,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.4,34.02,397,27,2.4135,184400,515,201,228,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.41,34.03,1764,24,3.1642,366700,3711,1192,1147,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.41,34.02,1322,24,3.5022,281300,2610,756,692,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.41,34.02,3390,16,3.0965,320000,5825,1866,1752,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.39,34.03,746,19,3.1415,55000,1450,509,437,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.4,34.03,3397,13,3.4058,275000,6152,1978,1845,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.38,34.03,1756,36,2.9344,222100,2101,569,527,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.39,34.03,1237,39,3.7206,230900,1366,375,370,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.37,34.04,514,43,3.1827,202800,888,170,161,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.37,34.04,1094,42,2.767,143000,1809,424,382,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.38,34.03,705,43,2.6402,185700,912,255,246,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.37,34.04,442,25,2.25,333300,542,161,131,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.37,34.04,727,43,4.0781,289400,1465,278,290,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.42,34.03,637,45,5.0866,427300,1262,223,221,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.43,34.03,788,45,5.2099,373600,1740,311,306,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.43,34.03,855,39,3.2308,340800,1733,429,387,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.43,34.03,894,26,3.1875,372700,1706,516,435,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.42,34.03,358,44,3.3542,344200,904,176,158,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.44,34.03,1349,25,3.2396,352400,2059,659,588,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.43,34.03,867,36,3.6467,346700,1552,388,352,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.44,34.03,488,37,3.625,357600,1193,205,224,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.44,34.03,489,37,4.2434,331000,975,189,202,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.44,34.03,606,30,3.125,343800,1039,303,274,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,34.03,711,41,3.3482,318100,1240,320,304,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,34.03,993,41,4.0231,353900,2083,528,481,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.44,34.03,561,41,4.2411,350900,1164,265,251,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.44,34.02,783,37,6.2583,386000,1592,308,321,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.44,34.01,651,43,4.5795,400000,1408,246,240,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.44,34.01,534,41,5.1708,418800,1309,221,228,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,34.01,626,37,5.8666,440100,1328,250,228,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,34.01,559,40,6.3516,354300,1361,240,229,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,34.01,1123,36,6.4755,405800,2424,418,417,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.44,34.02,921,32,4.0429,500001,2242,490,461,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.43,34.01,675,43,5.3403,489800,1487,242,247,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.44,34.02,1321,39,6.2917,465700,3278,632,617,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.43,34.02,830,38,3.9091,500001,2172,437,368,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.43,34.02,634,42,8.1631,500001,1528,244,242,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.43,34.02,1001,41,4.3906,500001,2403,516,514,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.42,34.03,326,44,4.5278,374300,629,131,156,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.41,34.03,2165,20,3.6019,463600,4374,1311,1185,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.42,34.02,1423,21,3.6488,340800,3244,815,781,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.42,34.02,973,34,4.9676,414100,2243,444,413,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.42,34.02,1248,28,3.1941,394700,3167,737,665,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.42,34.02,2626,34,2.2402,450000,2995,942,947,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.41,34.02,805,34,3.3462,307000,1430,357,362,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.42,34.02,1655,22,3.1746,348800,3292,1134,898,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.42,34.02,1745,26,3.4269,301900,2664,842,789,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.41,34.02,1161,35,3.725,310000,1728,442,420,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.41,34.02,2636,19,3.3955,225000,4702,1472,1334,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.41,34.02,1594,27,3.0833,315500,2224,618,625,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.42,34.01,1280,33,4.7083,420100,2731,535,510,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.42,34.01,703,32,3.5667,394000,1300,356,311,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.43,34.01,2242,27,2.697,412500,3133,1021,1002,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.43,34.01,746,41,6.4232,446600,1527,279,285,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.43,34.01,1046,31,4.7009,500001,2526,528,504,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.44,34.01,907,42,6.0804,420000,2061,396,393,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.44,34,821,44,2.599,362200,1462,338,341,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.44,34,835,44,4.75,355800,1798,353,314,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,34,867,39,4.7,334700,1909,359,345,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.44,34,806,40,3.875,321300,1287,346,311,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.43,34,1341,30,3.3995,324000,2148,597,559,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.44,34,3335,22,3.1579,243100,5822,1707,1585,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.44,34,874,41,4.1083,324300,1562,377,368,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.42,34.01,952,42,3.099,335400,1594,369,362,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.42,34.01,960,29,3.6611,344200,1996,489,449,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.42,34,1002,31,3.9798,458600,1930,456,410,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Culver City,-118.43,34,3586,28,2.7058,310900,6128,1963,1815,<1H OCEAN,98.53,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,34.01,266,43,5.6428,343100,513,98,103,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,34,2054,39,2.918,345600,4098,1100,1053,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,34,248,37,5.1664,326700,388,83,84,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,34,679,36,4.7344,346900,1392,260,247,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,34.01,347,39,4.2813,297200,711,148,153,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.47,34,891,38,2.7143,287500,1235,390,376,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.47,34,1839,41,2.288,263500,2331,636,537,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,34,538,39,2.3542,235700,614,174,159,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.47,33.99,1491,34,2.8417,321400,1875,501,526,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.47,34,1801,37,2.6042,305800,2586,765,737,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.47,33.99,1178,31,2.0714,300000,1312,376,330,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.47,33.99,833,41,2.5938,285000,1146,310,270,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.47,33.99,645,33,2.1471,239300,854,235,198,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.51,33.98,865,40,2.3417,425000,1901,679,587,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.48,33.99,1107,46,2.5523,387500,2219,686,590,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.47,33.99,764,50,3.015,414300,1568,501,478,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.47,33.99,636,52,3.0682,412500,1523,447,408,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.47,33.99,1095,52,2.8514,358700,2167,622,570,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.47,33.99,1082,37,3.4071,267500,2155,721,637,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.47,33.99,665,24,2.975,500001,1438,454,416,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.5,33.97,388,52,2.2643,350000,709,329,313,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,33.99,573,52,4.1861,363200,1010,244,242,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,33.99,528,52,3.5234,334700,1158,253,253,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,33.99,531,44,4.0598,335900,1122,287,256,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,34,493,44,3.6458,325800,941,230,206,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,34,376,52,3.875,372000,888,206,194,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,34,896,46,4.45,348300,1777,362,334,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,34,862,43,3.962,345800,1606,408,354,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,34,1142,48,4.575,326700,1923,408,433,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,33.99,1720,33,2.9722,325000,3125,785,713,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,33.99,779,52,3.1607,339000,1829,472,424,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,33.99,562,41,3.1992,303800,885,285,268,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,33.99,1075,37,4.337,360600,1828,460,453,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,33.98,1009,32,5.2121,466700,2388,591,556,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,33.99,478,35,4.0156,500001,1214,300,265,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.46,33.98,806,27,3.8935,500001,2217,520,458,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.5,33.97,1157,29,5.128,500001,2737,808,696,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,33.99,654,45,4.5673,343100,1132,269,264,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
Santa Monica,-118.45,33.99,953,26,6.0672,420800,1919,405,371,<1H OCEAN,98.44,70,0,11.5,clear sky,Los Angeles,3847918,219625
